,API,Lease_Name,Production_type,Production_Status,Drilling_Type,First_Production_Day,Cum_Oil,Cum_Gas,Cum_water,Lat,Long,Lateral Length,Spud_Date,Completion_Date,Well_Number,Upper_Perforation,Lower_Perforation,Reservoir,operator ,Cum_BOE
117,4230133634,LINK VJ RANCH 14-23 G 7H,OIL,Active,H,9/1/2018,153517.0,514316.0,0.0,31.85521317,-103.7208176,8556.186523,3/11/2018,,,0,0,,,239236.3379
118,4230133630,LINK VJ RANCH 23-11 C,OIL,Active,H,8/1/2018,131732.0,440752.0,0.0,31.83196259,-103.7303848,10684.19141,2/28/2018,8/30/2018,3H,11441,21662,WOLFCAMP,"EOG RESOURCES, INC.",205190.6693
119,4230133630,LINK VJ RANCH 23-11 C,OIL,Active,H,8/1/2018,131732.0,440752.0,0.0,31.83196259,-103.7303848,10684.19141,2/28/2018,,,0,0,,,205190.6693
120,4230133699,SILVERTIP 76-7 UNIT A 5H,OIL,Active,H,10/1/2018,291553.031,656834.0,0.0,31.968517300000002,-103.59536740000001,11467.52246,2/4/2018,10/11/2018,5H,12445,23086,WOLFCAMP,ANADARKO E&P ONSHORE LLC,401025.3672
121,4230133699,SILVERTIP 76-7 UNIT A 5H,OIL,Active,H,10/1/2018,291553.031,656834.0,0.0,31.968517300000002,-103.59536740000001,11467.52246,2/4/2018,,,0,0,,,401025.3672
122,4230133699,SILVERTIP 76-7 UNIT A 5H,OIL,Active,H,10/1/2018,291553.031,656834.0,0.0,31.968517300000002,-103.59536740000001,11467.52246,2/4/2018,4/15/2018,5H,0,0,,ANADARKO E&P ONSHORE LLC,401025.3672
125,4230133708,SASSAFRAS 55-1-24 UNIT 2H,OIL,Active,H,8/1/2018,117014.0,490992.0,714621.0,31.95744896,-103.71659090000001,10985.30664,5/1/2018,8/21/2018,2H,11751,21872,WOLFCAMP,ANADARKO E&P ONSHORE LLC,198845.9961
126,4230133708,SASSAFRAS 55-1-24 UNIT 2H,OIL,Active,H,8/1/2018,117014.0,490992.0,714621.0,31.95744896,-103.71659090000001,10985.30664,5/1/2018,,,0,0,,,198845.9961
127,4230133711,RIPPIN WRANGLER C26-19 5H,OIL,Active,H,3/1/2018,53115.0,77587.0,227113.0,31.83898354,-103.4484253,5670.389647999999,12/22/2017,,,0,0,,,66046.16724
128,4230133711,RIPPIN WRANGLER C26-19 5H,OIL,Active,H,3/1/2018,53115.0,77587.0,227113.0,31.83898354,-103.4484253,5670.389647999999,12/22/2017,3/23/2018,5H,12523,16906,,ANADARKO E&P ONSHORE LLC,66046.16724
139,4230133698,SILVERTIP 76-7 UNIT A 4H,OIL,Active,H,12/1/2018,70035.0,148111.0,274867.0,31.968517300000002,-103.59545899999999,11459.25586,1/1/2018,,,0,0,,,94720.16602
140,4230133698,SILVERTIP 76-7 UNIT A 4H,OIL,Active,H,12/1/2018,70035.0,148111.0,274867.0,31.968517300000002,-103.59545899999999,11459.25586,1/1/2018,2/3/2018,4H,0,0,,ANADARKO E&P ONSHORE LLC,94720.16602
141,4230133698,SILVERTIP 76-7 UNIT A 4H,OIL,Active,H,12/1/2018,70035.0,148111.0,274867.0,31.968517300000002,-103.59545899999999,11459.25586,1/1/2018,12/6/2018,4H,12431,23036,,ANADARKO E&P ONSHORE LLC,94720.16602
146,4230133730,ZUMA 3 B203CN,OIL,Active,H,5/1/2018,98209.0,491768.0,335655.0,31.99947357,-103.95001979999999,4929.478027,2/2/2018,,,0,0,,,180170.33399999997
147,4230133730,ZUMA 3 B203CN,OIL,Active,H,5/1/2018,98209.0,491768.0,335655.0,31.99947357,-103.95001979999999,4929.478027,2/2/2018,5/17/2018,B203CN,8984,13465,,MEWBOURNE OIL COMPANY,180170.33399999997
156,4230133739,STATE-JUDGE 48-3 WS 1H,OIL,Active,H,1/1/2019,27808.0,51903.0,0.0,31.77993011,-103.5119095,10273.74023,5/17/2018,,,0,0,,,36458.501339999995
157,4230133739,STATE-JUDGE 48-3 WS 1H,OIL,Active,H,1/1/2019,27808.0,51903.0,0.0,31.77993011,-103.5119095,10273.74023,5/17/2018,6/19/2018,1H,0,0,,"HEADINGTON ENERGY PARTNERS, LLC",36458.501339999995
161,4230133731,ZUMA 3 W101CN,OIL,Active,H,5/1/2018,194158.0,1677756.0,939255.0,31.99947357,-103.9496918,4923.068848,12/7/2017,,,0,0,,,473783.9883
162,4230133731,ZUMA 3 W101CN,OIL,Active,H,5/1/2018,194158.0,1677756.0,939255.0,31.99947357,-103.9496918,4923.068848,12/7/2017,5/17/2018,W101CN,10443,15025,,MEWBOURNE OIL COMPANY,473783.9883
163,4230133677,WOLF 80-TTT-B33-WF SA 207H,OIL,Active,H,4/1/2018,209435.0,872453.0,0.0,31.68538094,-103.61159520000001,6483.11084,2/5/2018,4/30/2018,207H,10887,17810,WOLFCAMP,MATADOR PRODUCTION COMPANY,354843.8268
164,4230133677,WOLF 80-TTT-B33-WF SA 207H,OIL,Active,H,4/1/2018,209435.0,872453.0,0.0,31.68538094,-103.61159520000001,6483.11084,2/5/2018,,,0,0,,,354843.8268
171,4230133724,BRUNSON F 1323H,OIL,Active,H,6/1/2018,114365.0,175473.0,627741.0,31.93709755,-103.4898834,5794.286133,1/11/2018,5/30/2018,1323H,13029,17999,WOLFCAMP,COG OPERATING LLC,143610.501
172,4230133724,BRUNSON F 1323H,OIL,Active,H,6/1/2018,114365.0,175473.0,627741.0,31.93709755,-103.4898834,5794.286133,1/11/2018,,,0,0,,,143610.501
177,4230133753,POPLAR 55-1-24 UNIT 1H,OIL,Active,H,4/1/2018,16138.0,438036.0,97730.0,31.95739555,-103.7023926,10964.1748,12/21/2017,4/11/2018,1H,0,0,WOLFCAMP,ANADARKO E&P ONSHORE LLC,89143.99918
178,4230133753,POPLAR 55-1-24 UNIT 1H,OIL,Active,H,4/1/2018,16138.0,438036.0,97730.0,31.95739555,-103.7023926,10964.1748,12/21/2017,4/11/2018,1H,11856,21975,,ANADARKO E&P ONSHORE LLC,89143.99918
179,4230133753,POPLAR 55-1-24 UNIT 1H,OIL,Active,H,4/1/2018,16138.0,438036.0,97730.0,31.95739555,-103.7023926,10964.1748,12/21/2017,,,0,0,,,89143.99918
180,4230133748,STATE-JUDGE 48-3 WS V 5H,OIL,Active,H,2/1/2019,2092.0,2432.0,0.0,31.78001022,-103.50535579999999,10292.33984,2/22/2018,,,0,0,,,2497.333252
181,4230133748,STATE-JUDGE 48-3 WS V 5H,OIL,Active,H,2/1/2019,2092.0,2432.0,0.0,31.78001022,-103.50535579999999,10292.33984,2/22/2018,4/18/2018,5H,0,0,,"HEADINGTON ENERGY PARTNERS, LLC",2497.333252
182,4230133790,MUSTANG 28-21 UNIT 2H,OIL,Active,H,6/1/2018,85596.0,109979.0,538079.0,31.81805801,-103.3645782,10924.38281,2/18/2018,,,0,0,,,103925.83300000001
183,4230133790,MUSTANG 28-21 UNIT 2H,OIL,Active,H,6/1/2018,85596.0,109979.0,538079.0,31.81805801,-103.3645782,10924.38281,2/18/2018,6/13/2018,2H,12416,22477,,ANADARKO E&P ONSHORE LLC,103925.83300000001
184,4230133756,Z&T 42 E006,OIL,Active,H,4/1/2018,156631.0,436462.0,531806.0,31.91200066,-103.69098659999999,5076.924805,12/19/2017,,,0,0,,,229374.6699
185,4230133756,Z&T 42 E006,OIL,Active,H,4/1/2018,156631.0,436462.0,531806.0,31.91200066,-103.69098659999999,5076.924805,12/19/2017,4/5/2018,E006,9937,14833,,"Rosehill Operating Company, LLC",229374.6699
201,4230133755,STATE PATHFINDER 7 38H,OIL,Active,H,2/1/2018,58924.0,207555.0,508617.0,31.99954414,-103.6289902,5162.598145,12/27/2017,,,0,0,,,93516.49902
202,4230133755,STATE PATHFINDER 7 38H,OIL,Active,H,2/1/2018,58924.0,207555.0,508617.0,31.99954414,-103.6289902,5162.598145,12/27/2017,2/14/2018,38H,12190,16730,,"EOG RESOURCES, INC.",93516.49902
203,4230133792,Z&T 20 D001,OIL,Active,H,5/1/2018,118071.031,289098.9,817637.0,31.95575333,-103.6771393,5075.600098,1/8/2018,5/31/2018,D001,11373,16229,BONE SPRING,"ROSEHILL OPERATING COMPANY, LLC",166254.1797
204,4230133792,Z&T 20 D001,OIL,Active,H,5/1/2018,118071.031,289098.9,817637.0,31.95575333,-103.6771393,5075.600098,1/8/2018,12/6/2018,D001,0,0,BONE SPRING,"ROSEHILL OPERATING COMPANY, LLC",166254.1797
205,4230133792,Z&T 20 D001,OIL,Active,H,5/1/2018,118071.031,289098.9,817637.0,31.95575333,-103.6771393,5075.600098,1/8/2018,,,0,0,,,166254.1797
213,4230133812,LINDSAY 10-3I 2SR,OIL,OPEN SHUT IN,H,8/1/2018,19223.0,81770.0,0.0,31.999635700000002,-103.7457809,7360.0,12/27/2017,8/12/2018,2SR,0,0,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",32851.33203
214,4230133812,LINDSAY 10-3I 2SR,OIL,OPEN SHUT IN,H,8/1/2018,19223.0,81770.0,0.0,31.999635700000002,-103.7457809,7360.0,12/27/2017,9/28/2018,2SR,12808,18862,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",32851.33203
215,4230133812,LINDSAY 10-3I 2SR,OIL,OPEN SHUT IN,H,8/1/2018,19223.0,81770.0,0.0,31.999635700000002,-103.7457809,7360.0,12/27/2017,8/12/2018,2SR,0,0,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",32851.33203
216,4230133812,LINDSAY 10-3I 2SR,OIL,OPEN SHUT IN,H,8/1/2018,19223.0,81770.0,0.0,31.999635700000002,-103.7457809,7360.0,12/27/2017,,,0,0,,,32851.33203
217,4230133812,LINDSAY 10-3I 2SR,OIL,OPEN SHUT IN,H,8/1/2018,19223.0,81770.0,0.0,31.999635700000002,-103.7457809,7360.0,12/27/2017,3/9/2018,2SR,0,0,,RKI EXPLORATION & PRODUCTION LLC,32851.33203
218,4230133812,LINDSAY 10-3I 2SR,OIL,OPEN SHUT IN,H,8/1/2018,19223.0,81770.0,0.0,31.999635700000002,-103.7457809,7360.0,12/27/2017,8/12/2018,2SR,0,0,,"WPX ENERGY PERMIAN, LLC",32851.33203
221,4230133759,Z&T 42 G009,OIL,Active,H,4/1/2018,156690.0,436433.0,475852.0,31.91200256,-103.6856689,5070.583496,1/25/2018,,,0,0,,,229428.832
222,4230133759,Z&T 42 G009,OIL,Active,H,4/1/2018,156690.0,436433.0,475852.0,31.91200256,-103.6856689,5070.583496,1/25/2018,4/5/2018,G009,10361,14895,,"Rosehill Operating Company, LLC",229428.832
226,4230133794,Z&T 20 C001,OIL,Active,H,6/1/2018,81058.66,298610.3,425048.0,31.95575333,-103.67724609999999,5069.500977000001,1/9/2018,,,0,0,,,130827.0439
227,4230133794,Z&T 20 C001,OIL,Active,H,6/1/2018,81058.66,298610.3,425048.0,31.95575333,-103.67724609999999,5069.500977000001,1/9/2018,6/1/2018,C001,0,0,,"ROSEHILL OPERATING COMPANY, LLC",130827.0439
228,4230133794,Z&T 20 C001,OIL,Active,H,6/1/2018,81058.66,298610.3,425048.0,31.95575333,-103.67724609999999,5069.500977000001,1/9/2018,11/16/2018,C001,12253,16799,,"ROSEHILL OPERATING COMPANY, LLC",130827.0439
235,4230133758,Z&T 42 F005,OIL,Active,H,4/1/2018,156687.0,436446.0,612014.0,31.91200066,-103.6909103,5111.582031,1/4/2018,,,0,0,,,229428.0
236,4230133758,Z&T 42 F005,OIL,Active,H,4/1/2018,156687.0,436446.0,612014.0,31.91200066,-103.6909103,5111.582031,1/4/2018,4/5/2018,F005,10189,14468,,"Rosehill Operating Company, LLC",229428.0
241,4230133814,CBR 9-4B 2H,OIL,Active,H,9/1/2018,152736.0,969410.0,0.0,31.96998787,-103.8684998,10907.68945,1/10/2018,1/13/2019,2H,0,0,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",314304.3281
242,4230133814,CBR 9-4B 2H,OIL,Active,H,9/1/2018,152736.0,969410.0,0.0,31.96998787,-103.8684998,10907.68945,1/10/2018,,,0,0,,,314304.3281
243,4230133814,CBR 9-4B 2H,OIL,Active,H,9/1/2018,152736.0,969410.0,0.0,31.96998787,-103.8684998,10907.68945,1/10/2018,9/12/2018,2H,0,0,,"WPX ENERGY PERMIAN, LLC",314304.3281
244,4230133814,CBR 9-4B 2H,OIL,Active,H,9/1/2018,152736.0,969410.0,0.0,31.96998787,-103.8684998,10907.68945,1/10/2018,9/12/2018,2H,11426,21473,,"WPX ENERGY PERMIAN, LLC",314304.3281
246,4230133793,Z&T 20 B002,OIL,Active,H,6/1/2018,88418.88,295282.3,216910.0,31.95575333,-103.67736049999999,5107.068848,1/8/2018,12/4/2018,B002,11603,16459,WOLFCAMP,"ROSEHILL OPERATING COMPANY, LLC",137632.6006
247,4230133793,Z&T 20 B002,OIL,Active,H,6/1/2018,88418.88,295282.3,216910.0,31.95575333,-103.67736049999999,5107.068848,1/8/2018,,,0,0,,,137632.6006
248,4230133793,Z&T 20 B002,OIL,Active,H,6/1/2018,88418.88,295282.3,216910.0,31.95575333,-103.67736049999999,5107.068848,1/8/2018,6/5/2018,B002,0,0,,"ROSEHILL OPERATING COMPANY, LLC",137632.6006
249,4230133813,KENTZEL STATE 42 W101CN,OIL,Active,H,8/1/2018,126928.0,540634.0,661135.0,31.91204643,-103.79856109999999,4922.233886999999,3/27/2018,8/10/2018,W101CN,11238,15785,WOLFCAMP,MEWBOURNE OIL COMPANY,217033.6641
250,4230133813,KENTZEL STATE 42 W101CN,OIL,Active,H,8/1/2018,126928.0,540634.0,661135.0,31.91204643,-103.79856109999999,4922.233886999999,3/27/2018,,,0,0,,,217033.6641
261,4230133791,MUSTANG 28-21 UNIT 3H,OIL,Active,H,9/1/2018,84602.0,94471.0,657377.0,31.81803322,-103.3646698,10924.70605,3/2/2018,9/13/2018,3H,12814,22907,WOLFCAMP,ANADARKO E&P ONSHORE LLC,100347.1655
262,4230133791,MUSTANG 28-21 UNIT 3H,OIL,Active,H,9/1/2018,84602.0,94471.0,657377.0,31.81803322,-103.3646698,10924.70605,3/2/2018,5/30/2018,,0,0,,Anadarko Petroleum Corporation,100347.1655
265,4230133810,EBONY 55-1-40 UNIT 3H,OIL,Active,H,5/1/2018,60001.0,253523.0,270247.0,31.91368484,-103.7671127,8317.161133,3/8/2018,,,0,0,,,102254.8359
266,4230133810,EBONY 55-1-40 UNIT 3H,OIL,Active,H,5/1/2018,60001.0,253523.0,270247.0,31.91368484,-103.7671127,8317.161133,3/8/2018,5/6/2018,3H,11387,18803,,ANADARKO E&P ONSHORE LLC,102254.8359
273,4230133815,CBR 9-4A 1H,OIL,Active,H,9/1/2018,185966.0,1139091.0,0.0,31.97005653,-103.8684921,10844.78809,1/12/2018,9/15/2018,1H,0,0,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",375814.4922
274,4230133815,CBR 9-4A 1H,OIL,Active,H,9/1/2018,185966.0,1139091.0,0.0,31.97005653,-103.8684921,10844.78809,1/12/2018,1/8/2019,1H,0,0,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",375814.4922
275,4230133815,CBR 9-4A 1H,OIL,Active,H,9/1/2018,185966.0,1139091.0,0.0,31.97005653,-103.8684921,10844.78809,1/12/2018,9/15/2018,1H,11036,21160,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",375814.4922
276,4230133815,CBR 9-4A 1H,OIL,Active,H,9/1/2018,185966.0,1139091.0,0.0,31.97005653,-103.8684921,10844.78809,1/12/2018,,,0,0,,,375814.4922
279,4230133764,WOLF 80-TTT-B33-WF SA 208H,OIL,Active,H,11/1/2018,75520.0,742724.0,0.0,31.68533516,-103.61151890000001,7403.73877,7/15/2018,11/3/2018,,0,0,,Matador Production Company,199307.3281
280,4230133606,CBR 9-4M 13H,OIL,Active,H,9/1/2018,171539.0,850433.0,0.0,31.97019577,-103.8684921,10780.64746,1/6/2018,,,0,0,,,313277.834
281,4230133606,CBR 9-4M 13H,OIL,Active,H,9/1/2018,171539.0,850433.0,0.0,31.97019577,-103.8684921,10780.64746,1/6/2018,9/18/2018,13H,0,0,,"WPX ENERGY PERMIAN, LLC",313277.834
282,4230133606,CBR 9-4M 13H,OIL,Active,H,9/1/2018,171539.0,850433.0,0.0,31.97019577,-103.8684921,10780.64746,1/6/2018,9/19/2018,13H,10346,20204,,"WPX ENERGY PERMIAN, LLC",313277.834
283,4230133606,CBR 9-4M 13H,OIL,Active,H,9/1/2018,171539.0,850433.0,0.0,31.97019577,-103.8684921,10780.64746,1/6/2018,1/12/2019,13H,0,0,,"WPX ENERGY PERMIAN, LLC",313277.834
284,4230133485,CHECKERS 14 1H,OIL,Active,H,4/1/2018,198291.0,406663.0,1110936.0,31.80067253,-103.4282455,4842.0,2/3/2018,,,0,0,,,266068.159
285,4230133485,CHECKERS 14 1H,OIL,Active,H,4/1/2018,198291.0,406663.0,1110936.0,31.80067253,-103.4282455,4842.0,2/3/2018,2/25/2018,1H,0,0,,RKI EXPLORATION & PRODUCTION LLC,266068.159
286,4230133485,CHECKERS 14 1H,OIL,Active,H,4/1/2018,198291.0,406663.0,1110936.0,31.80067253,-103.4282455,4842.0,2/3/2018,4/9/2018,1H,11949,16407,,RKI Exploration & Production,266068.159
287,4230133151,ST. LUCIA 76 2833 2H,,Active,H,12/1/2018,206621.0,266594.0,622428.0,31.94213104,-103.5625458,10780.20215,12/19/2017,7/8/2018,2H,0,0,WOLFCAMP,XTO ENERGY INC.,251053.3359
288,4230133151,ST. LUCIA 76 2833 2H,,Active,H,12/1/2018,206621.0,266594.0,622428.0,31.94213104,-103.5625458,10780.20215,12/19/2017,12/1/2018,2H,0,0,WOLFCAMP,XTO ENERGY INC.,251053.3359
289,4230133151,ST. LUCIA 76 2833 2H,,Active,H,12/1/2018,206621.0,266594.0,622428.0,31.94213104,-103.5625458,10780.20215,12/19/2017,,,0,0,,,251053.3359
290,4230133817,LARSON 04-TTT-B02 202H,OIL,Active,H,5/1/2018,108244.0,459801.0,834471.0,31.75085258,-103.6046219,7536.233887,1/26/2018,,,0,0,,,184877.4961
291,4230133817,LARSON 04-TTT-B02 202H,OIL,Active,H,5/1/2018,108244.0,459801.0,834471.0,31.75085258,-103.6046219,7536.233887,1/26/2018,5/30/2018,202H,11170,18415,,MATADOR PRODUCTION COMPANY,184877.4961
292,4230133830,AGGIE UNIT 75-67-66 601H,OIL,Active,H,7/1/2018,122201.0,668841.0,743742.0,31.66691017,-103.57930759999999,10144.7666,3/1/2018,7/31/2018,601H,11040,20642,WOLFCAMP,ENERGEN RESOURCES CORPORATION,233674.4987
293,4230133830,AGGIE UNIT 75-67-66 601H,OIL,Active,H,7/1/2018,122201.0,668841.0,743742.0,31.66691017,-103.57930759999999,10144.7666,3/1/2018,,,0,0,,,233674.4987
294,4230133850,QUANAH PARKER A UNIT 8H,OIL,Active,H,5/1/2018,175495.0,270119.0,246376.0,31.96389008,-103.44673159999999,10277.53906,2/13/2018,5/25/2018,8H,12907,22790,WOLFCAMP,"EOG RESOURCES, INC.",220514.835
295,4230133850,QUANAH PARKER A UNIT 8H,OIL,Active,H,5/1/2018,175495.0,270119.0,246376.0,31.96389008,-103.44673159999999,10277.53906,2/13/2018,,,0,0,,,220514.835
296,4230133853,QUANAH PARKER A UNIT 11H,OIL,Active,H,5/1/2018,234910.0,340383.1,1144185.0,31.96304512,-103.450058,10256.68555,2/11/2018,5/31/2018,11H,12702,22681,WOLFCAMP,"EOG RESOURCES, INC.",291640.51399999997
297,4230133853,QUANAH PARKER A UNIT 11H,OIL,Active,H,5/1/2018,234910.0,340383.1,1144185.0,31.96304512,-103.450058,10256.68555,2/11/2018,,,0,0,,,291640.51399999997
298,4230133841,CBR 9-4C 3H,OIL,Active,H,9/1/2018,259211.0,1620206.0,1206816.0,31.97019768,-103.86109920000001,10794.9043,2/9/2018,9/15/2018,3H,0,0,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",529245.3359
299,4230133841,CBR 9-4C 3H,OIL,Active,H,9/1/2018,259211.0,1620206.0,1206816.0,31.97019768,-103.86109920000001,10794.9043,2/9/2018,9/15/2018,3H,11101,21221,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",529245.3359
300,4230133841,CBR 9-4C 3H,OIL,Active,H,9/1/2018,259211.0,1620206.0,1206816.0,31.97019768,-103.86109920000001,10794.9043,2/9/2018,,,0,0,,,529245.3359
301,4230133847,LIZZY 26 1H,OIL,Active,H,6/1/2018,105930.0,131095.0,639637.0,31.79608154,-103.3335953,4873.246582,2/5/2018,,,0,0,,,127779.1665
302,4230133847,LIZZY 26 1H,OIL,Active,H,6/1/2018,105930.0,131095.0,639637.0,31.79608154,-103.3335953,4873.246582,2/5/2018,6/1/2018,1H,0,0,,,127779.1665
303,4230133847,LIZZY 26 1H,OIL,Active,H,6/1/2018,105930.0,131095.0,639637.0,31.79608154,-103.3335953,4873.246582,2/5/2018,6/1/2018,1H,12249,16779,,WPX Energy,127779.1665
304,4230133827,YELLOWJACKET UL UNIT 19-3 13H,OIL,Active,H,7/1/2018,44032.0,63738.0,303908.0,31.73910332,-103.42687990000002,7521.925293000001,3/17/2018,7/23/2018,13H,12168,19096,WOLFCAMP,ANADARKO E&P ONSHORE LLC,54655.000120000004
305,4230133827,YELLOWJACKET UL UNIT 19-3 13H,OIL,Active,H,7/1/2018,44032.0,63738.0,303908.0,31.73910332,-103.42687990000002,7521.925293000001,3/17/2018,,,0,0,,,54655.000120000004
306,4230133828,CORSAIR C26-20 4H,OIL,Active,H,7/1/2018,24843.0,44335.0,143667.0,31.83579254,-103.4685364,4855.73584,3/3/2018,7/9/2018,4H,12250,16752,WOLFCAMP,ANADARKO E&P ONSHORE LLC,32232.16724
307,4230133828,CORSAIR C26-20 4H,OIL,Active,H,7/1/2018,24843.0,44335.0,143667.0,31.83579254,-103.4685364,4855.73584,3/3/2018,,,0,0,,,32232.16724
308,4230133829,KENTZEL STATE 42 W102CN,,Active,H,8/1/2018,144278.0,610630.0,547794.0,31.91204643,-103.7984009,4924.187988000001,3/3/2018,8/10/2018,W102CN,11346,15970,WOLFCAMP,MEWBOURNE OIL COMPANY,246049.6699
309,4230133829,KENTZEL STATE 42 W102CN,,Active,H,8/1/2018,144278.0,610630.0,547794.0,31.91204643,-103.7984009,4924.187988000001,3/3/2018,,,0,0,,,246049.6699
310,4230133834,RUDD DRAW 29-3 12H,OIL,Approved Permit,H,,,,,31.82081413,-103.4605713,5356.525390999999,2/22/2019,,,0,0,,,
311,4230133843,CBR 9-4E 5H,OIL,Active,H,9/1/2018,154024.0,961639.0,0.0,31.97006035,-103.86109920000001,10823.2334,2/14/2018,9/26/2018,5H,11087,21191,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",314297.1636
312,4230133843,CBR 9-4E 5H,OIL,Active,H,9/1/2018,154024.0,961639.0,0.0,31.97006035,-103.86109920000001,10823.2334,2/14/2018,1/10/2019,5H,0,0,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",314297.1636
313,4230133843,CBR 9-4E 5H,OIL,Active,H,9/1/2018,154024.0,961639.0,0.0,31.97006035,-103.86109920000001,10823.2334,2/14/2018,9/26/2018,5H,0,0,WOLFCAMP,"WPX ENERGY PERMIAN, LLC",314297.1636
314,4230133843,CBR 9-4E 5H,OIL,Active,H,9/1/2018,154024.0,961639.0,0.0,31.97006035,-103.86109920000001,10823.2334,2/14/2018,,,0,0,,,314297.1636
315,4230133852,QUANAH PARKER A UNIT 10H,OIL,Active,H,5/1/2018,141429.625,215267.0,590045.0,31.96295738,-103.4500275,10287.45117,2/10/2018,5/31/2018,10H,12849,22828,WOLFCAMP,"EOG RESOURCES, INC.",177307.4681
316,4230133852,QUANAH PARKER A UNIT 10H,OIL,Active,H,5/1/2018,141429.625,215267.0,590045.0,31.96295738,-103.4500275,10287.45117,2/10/2018,,,0,0,,,177307.4681
317,4230133152,ST. LUCIA 76 2833 32H,,OPEN SHUT IN,H,11/1/2018,194710.0,243818.0,786236.0,31.94213104,-103.5626373,10782.51855,12/19/2017,8/19/2018,32H,0,0,WOLFCAMP,XTO ENERGY INC.,235346.3408
318,4230133152,ST. LUCIA 76 2833 32H,,OPEN SHUT IN,H,11/1/2018,194710.0,243818.0,786236.0,31.94213104,-103.5626373,10782.51855,12/19/2017,,,0,0,,,235346.3408
319,4230133826,YELLOWJACKET UL UNIT 19-3 12H,OIL,Active,H,7/1/2018,95540.0,144444.0,649281.0,31.73907471,-103.4269714,7503.224120999999,3/26/2018,7/30/2018,12H,11956,18240,BONE SPRING,ANADARKO E&P ONSHORE LLC,119614.00099999999
320,4230133826,YELLOWJACKET UL UNIT 19-3 12H,OIL,Active,H,7/1/2018,95540.0,144444.0,649281.0,31.73907471,-103.4269714,7503.224120999999,3/26/2018,,,0,0,,,119614.00099999999
322,4230133824,BOYD 11 1WB,,OPEN SHUT IN,H,3/1/2018,965.0,5335.0,0.0,31.94596481,-103.3394012,5397.892578,3/9/2018,,,0,0,,,1854.1666579999999
323,4230133842,CBR 9-4D 4H,OIL,Active,H,9/1/2018,147140.0,1002495.0,551993.0,31.97012901,-103.86109920000001,10799.50488,2/12/2018,,,0,0,,,314222.4941
324,4230133842,CBR 9-4D 4H,OIL,Active,H,9/1/2018,147140.0,1002495.0,551993.0,31.97012901,-103.86109920000001,10799.50488,2/12/2018,9/18/2018,4H,11276,21409,,"WPX ENERGY PERMIAN, LLC",314222.4941
325,4230133842,CBR 9-4D 4H,OIL,Active,H,9/1/2018,147140.0,1002495.0,551993.0,31.97012901,-103.86109920000001,10799.50488,2/12/2018,9/18/2018,4H,0,0,,"WPX ENERGY PERMIAN, LLC",314222.4941
326,4230133823,BOYD 11 1WX,,OPEN SHUT IN,H,3/1/2018,448.0,2931.0,0.0,31.94598198,-103.3393402,5397.794922,3/9/2018,3/11/2018,1WX,0,0,WOLFCAMP,OASIS PETROLEUM PERMIAN LLC,936.49999
327,4230133823,BOYD 11 1WX,,OPEN SHUT IN,H,3/1/2018,448.0,2931.0,0.0,31.94598198,-103.3393402,5397.794922,3/9/2018,,,0,0,,,936.49999
330,4230133832,GOODNIGHT UNIT 6H,,Approved Permit,H,,,,,31.911182399999998,-103.52005770000001,9963.213867,1/22/2018,,,0,0,,,
331,4230133821,CROCKETT REESE STATE UNIT B 2406H,,Active,H,11/1/2018,93956.0,127112.0,301413.0,31.94340515,-103.45834350000001,7369.855469,4/19/2018,,,0,0,,,115141.335
332,4230133821,CROCKETT REESE STATE UNIT B 2406H,,Active,H,11/1/2018,93956.0,127112.0,301413.0,31.94340515,-103.45834350000001,7369.855469,4/19/2018,11/2/2018,2406H,13039,19900,,COG OPERATING LLC,115141.335
333,4230133825,UNIVERSITY 19-7 A 1H,OIL,Active,H,6/1/2018,90426.0,258487.0,593186.0,31.70214081,-103.4552307,8070.742676000001,2/24/2018,6/9/2018,1H,11969,18794,WOLFCAMP,ANADARKO E&P ONSHORE LLC,133507.166
334,4230133825,UNIVERSITY 19-7 A 1H,OIL,Active,H,6/1/2018,90426.0,258487.0,593186.0,31.70214081,-103.4552307,8070.742676000001,2/24/2018,,,0,0,,,133507.166
335,4230133154,ST. LUCIA 76 2833 1H,OIL,Active,H,1/1/2019,169850.0,263442.0,423945.0,31.9426136,-103.55901340000001,10958.82031,1/22/2018,,,0,0,,,213756.9961
336,4230133154,ST. LUCIA 76 2833 1H,OIL,Active,H,1/1/2019,169850.0,263442.0,423945.0,31.9426136,-103.55901340000001,10958.82031,1/22/2018,5/7/2018,1H,0,0,,XTO ENERGY INC.,213756.9961
337,4230133154,ST. LUCIA 76 2833 1H,OIL,Active,H,1/1/2019,169850.0,263442.0,423945.0,31.9426136,-103.55901340000001,10958.82031,1/22/2018,1/7/2019,1H,12493,20483,,XTO ENERGY INC.,213756.9961
