,Name,Api,Field - Aliased,County,Status - Aliased,Well Type - Aliased,First Production Date,Spud Date,CUM Oil,CUM Gas,CUM Water,Latitude,Longitude,Latitude,Longitude,Lateral Length,Completion Date,Lease,Current Operator - Reported,field reported,well type-reported,wellbore profile reported,Original Operator - Aliased,Wellbore Profile - Aliased
?,ST. LUCIA 76 2833 22H,42-301-33153-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,12/1/2018,2/16/2018,174596,226469,705016,31.94213104,-103.5627365,31.94213104,-103.5627365,10783.8623,Sun Dec 16 2018 00:00:00 GMT-0600 (Central Standard Time),08-48657 : ST. LUCIA 76 2833,XTO ENERGY INC.,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,XTO ENERGY INC.,HORIZONTAL
?,QUANAH PARKER A UNIT 9H,42-301-33851-0000,UNASSIGNED,LOVING,Active,OIL,5/1/2018,2/14/2018,222483,324542,928193,31.96386147,-103.4468307,31.96386147,-103.4468307,10286.40039,Fri May 25 2018 00:00:00 GMT-0500 (Central Daylight Time),08-46729 : QUANAH PARKER A UNIT,"EOG RESOURCES, INC.",UNASSIGNED,OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,GOODNIGHT UNIT 6HR,42-301-33854-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,,,1/28/2018,,,,31.9111824,-103.5200043,31.9111824,-103.5200043,9962.483398,,,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,CROCKETT REESE STATE UNIT B 2405H,42-301-33820-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,11/1/2018,3/4/2018,68836,102497,731160,31.94337273,-103.4584732,31.94337273,-103.4584732,7369.134766,Wed Nov 21 2018 00:00:00 GMT-0600 (Central Standard Time),08-48927 : CROCKETT REESE STATE UNIT B,COG OPERATING LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,VJ RANCH-LINK 55-2-21 LOV 1H,42-301-33798-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,3/4/2018,,,,31.84113312,-103.765892,31.84113312,-103.765892,11028.34277,Tue Aug 21 2018 00:00:00 GMT-0500 (Central Daylight Time),08-285393 : VJ RANCH-LINK 55-2-21 LOV,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,SILVERTIP UNIT Z 2H,42-301-33754-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,4/1/2018,1/13/2018,164098,295687,1552877,31.96869278,-103.4938965,31.96869278,-103.4938965,11418.93359,Thu Apr 05 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50477 : SILVERTIP UNIT Z,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,HERON 54-2-4 UNIT 1H,42-301-33617-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,4/1/2018,1/29/2018,94062,248737,505582,31.85280991,-103.6654434,31.85280991,-103.6654434,10993.88379,Fri Apr 27 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50254 : HERON 54-2-4 UNIT,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,TOTUM 18-TTT-C24 NL 212H,42-301-33751-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,3/1/2018,12/31/2017,181855,325899,566791,31.95195007,-103.3721313,31.95195007,-103.3721313,4908.183105,Fri Mar 09 2018 00:00:00 GMT-0600 (Central Standard Time),08-48768 : TOTUM 18-TTT-C24 NL,MATADOR PRODUCTION COMPANY,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,MATADOR PRODUCTION COMPANY,HORIZONTAL
?,RUSTLER D UNIT 2H,42-301-33886-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,8/1/2018,5/14/2018,107144,204285,0,31.93996048,-103.5116501,31.93996048,-103.5116501,9828.658203,Sat Aug 25 2018 00:00:00 GMT-0500 (Central Daylight Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,DACO NEWTEX 1,42-301-33876-0000,SANDBAR (BONE SPRING),LOVING,Active,,,8/4/2018,,,,31.9974575,-103.4976959,31.9974575,-103.4976959,350,Sun Nov 11 2018 00:00:00 GMT-0600 (Central Standard Time),,"HILLSTONE DACO PERMIAN, LLC",SANDBAR (BONE SPRING),,VERTICAL,"HILLSTONE DACO PERMIAN, LLC",VERTICAL
?,VJ SWD 6,42-301-33890-0000,PONDITO (CHERRY CANYON),LOVING,Active,INJECTION,,6/1/2018,,,,31.85500336,-103.6719894,31.85500336,-103.6719894,,Tue Jun 12 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50310 : VJ SWD,MESQUITE SWD INC,PONDITO (CHERRY CANYON),,VERTICAL,MESQUITE SWD INC,VERTICAL
?,COTTONWOOD 55-1-14 UNIT 3H,42-301-33885-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,11/1/2018,7/30/2018,11987,88674,0,31.95742989,-103.7337112,31.95742989,-103.7337112,10170.88086,Tue Nov 20 2018 00:00:00 GMT-0600 (Central Standard Time),08-286176 : COTTONWOOD 55-1-14 UNIT,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,FOX SWD 2,42-301-33867-0000,"MASON, N. (DELAWARE SAND)",LOVING,Active,INJECTION,,4/14/2018,,,,31.97435188,-103.7037506,31.97435188,-103.7037506,,Wed May 09 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50264 : FOX SWD,MESQUITE SWD INC,"MASON, N. (DELAWARE SAND)",,VERTICAL,MESQUITE SWD INC,VERTICAL
?,ASPEN 55-1-30 UNIT 2H,42-301-33846-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,7/1/2018,4/21/2018,87754,442100,383570,31.93555641,-103.8023529,31.93555641,-103.8023529,8356.06543,Fri Jul 20 2018 00:00:00 GMT-0500 (Central Daylight Time),08-285400 : ASPEN 55-1-30 UNIT,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,WEBER 26 E001,42-301-33880-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,8/1/2018,3/5/2018,217142,279912.562,1323746,31.83156395,-103.4821625,31.83156395,-103.4821625,5045.124023,Tue Mar 19 2019 00:00:00 GMT-0500 (Central Daylight Time),08-48807 : WEBER 26,"ROSEHILL OPERATING COMPANY, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,TAHITI 55-2-17 LOV 1H,42-301-33860-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,7/1/2018,5/2/2018,95228,335930,352344,31.85300827,-103.7753067,31.85300827,-103.7753067,4755.572266,Tue Jul 31 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50558 : TAHITI 55-2-17 LOV,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,BULLHEAD STATE 55-1-45 UNIT B 3H,42-301-33891-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,,,6/7/2018,,,,31.89188576,-103.7687988,31.89188576,-103.7687988,8336.191406,Mon Nov 12 2018 00:00:00 GMT-0600 (Central Standard Time),,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,RIPPIN WRANGLER C26-19 6H,42-301-33872-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,11/1/2018,6/13/2018,78529,126329,0,31.83895874,-103.4485168,31.83895874,-103.4485168,5666.697754,Wed Nov 07 2018 00:00:00 GMT-0600 (Central Standard Time),,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,JUDGE 3WN 1H,42-301-33873-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,,,11/16/2018,,,,31.75225067,-103.5160828,31.75225067,-103.5160828,5002.630371,,,"HEADINGTON ENERGY PARTNERS, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,"HEADINGTON ENERGY PARTNERS, LLC",HORIZONTAL
?,WEBER 26 F002,42-301-33883-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,8/1/2018,5/13/2018,228704,287490,772924,31.83162689,-103.4819336,31.83162689,-103.4819336,5225.64209,Mon Mar 18 2019 00:00:00 GMT-0500 (Central Daylight Time),08-48807 : WEBER 26,"ROSEHILL OPERATING COMPANY, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,CHOLLA 15 SW 2,42-301-33879-0000,DONNA,LOVING,Active,,,6/21/2018,,,,31.95884323,-103.543251,31.95884323,-103.543251,,Wed Aug 15 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50832 : CHOLLA 15 SW,"HILLSTONE DACO PERMIAN, LLC",DONNA (M),,VERTICAL,"HILLSTONE DACO PERMIAN, LLC",VERTICAL
?,TAHITI 55-2-17 LOV 2H,42-301-33861-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,7/1/2018,4/28/2018,95051,335133,728725,31.85295296,-103.7753067,31.85295296,-103.7753067,4585.595215,Tue Jul 31 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50558 : TAHITI 55-2-17 LOV,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,BRUNSON E,42-301-33892-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,2/1/2019,6/7/2018,70571,112367,0,31.95776176,-103.4695511,31.95776176,-103.4695511,8089.842773,Mon Nov 12 2018 00:00:00 GMT-0600 (Central Standard Time),,"RSP PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,BISMARCK 75-12 LOV 1H,42-301-33811-0000,PHANTOM (WOLFCAMP),LOVING,Active,,,4/19/2018,,,,31.89458275,-103.4099884,31.89458275,-103.4099884,4582.45752,Sat Aug 18 2018 00:00:00 GMT-0500 (Central Daylight Time),,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,CHOLLA 15 E 1,42-301-33878-0000,DONNA,LOVING,Active,,,6/2/2018,,,,31.95883751,-103.53479,31.95883751,-103.53479,,Thu Oct 11 2018 00:00:00 GMT-0500 (Central Daylight Time),08-51323 : CHOLLA 15 E,"HILLSTONE DACO PERMIAN, LLC",DONNA (M),,VERTICAL,"HILLSTONE DACO PERMIAN, LLC",VERTICAL
,PINCUSHION 14 1,42-301-33877-0000,DONNA,LOVING,Active,INJECTION,,5/12/2018,,,,31.9588356,-103.5263519,31.9588356,-103.5263519,,Tue Aug 14 2018 00:00:00 GMT-0500 (Central Daylight Time),08-51309 : PINCUSHION 14,"HILLSTONE DACO PERMIAN, LLC",DONNA (M),,VERTICAL,"HILLSTONE DACO PERMIAN, LLC",VERTICAL
?,VJ SWD 5,42-301-33889-0000,PONDITO (CHERRY CANYON),LOVING,Active,INJECTION,,3/16/2018,,,,31.8578186,-103.6839218,31.8578186,-103.6839218,,Tue Feb 12 2019 00:00:00 GMT-0600 (Central Standard Time),08-50310 : VJ SWD,MESQUITE SWD INC,PONDITO (CHERRY CANYON),,VERTICAL,MESQUITE SWD INC,VERTICAL
?,BRUNSON E 806 2H,42-301-33893-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,PERMIT,,5/25/2018,,,,31.95772934,-103.4696732,31.95772934,-103.4696732,8096.335938,,,"RSP PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,VJ SWD 1,42-301-33888-0000,PONDITO (CHERRY CANYON),LOVING,Active,INJECTION,,2/2/2018,,,,31.85713959,-103.7160416,31.85713959,-103.7160416,,Sun Mar 11 2018 00:00:00 GMT-0600 (Central Standard Time),08-50310 : VJ SWD,MESQUITE SWD INC,PONDITO (CHERRY CANYON),,VERTICAL,MESQUITE SWD INC,VERTICAL
?,WEBER 26 F001,42-301-33882-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,8/1/2018,4/25/2018,261665,322321,908234,31.83160591,-103.4820099,31.83160591,-103.4820099,5130.824219,Sat Mar 30 2019 00:00:00 GMT-0500 (Central Daylight Time),08-48807 : WEBER 26,"ROSEHILL OPERATING COMPANY, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,BULLHEAD STATE 55-1-45 UNIT B 2H,42-301-33871-0000,PHANTOM (WOLFCAMP),LOVING,Active,,11/1/2018,6/13/2018,49895,162916,0,31.89188576,-103.768898,31.89188576,-103.768898,8335.694336,Thu Nov 15 2018 00:00:00 GMT-0600 (Central Standard Time),,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,MEDORA 29 LOV UNIT 0805 1H,42-301-33848-0000,PHANTOM (WOLFCAMP),LOVING,Active,,,7/6/2018,,,,31.79924965,-103.4807587,31.79924965,-103.4807587,10853.01758,Thu Jan 31 2019 00:00:00 GMT-0600 (Central Standard Time),,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,FARGO 75-13 LOV 1H,42-301-33862-0000,PHANTOM (WOLFCAMP),LOVING,Active,,9/1/2018,5/16/2018,38712,61059,123269,31.90436172,-103.3738403,31.90436172,-103.3738403,4451.954102,Mon Sep 24 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50966 : FARGO 75-13 LOV,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,WEBER 26 E002,42-301-33881-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,8/1/2018,4/11/2018,81572,136244,497281,31.83158493,-103.4820862,31.83158493,-103.4820862,5069.197266,Tue Aug 21 2018 00:00:00 GMT-0500 (Central Daylight Time),08-49996 : WEBER 26,"ROSEHILL OPERATING COMPANY, LLC",SANDBAR (BONE SPRING),OIL,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,HUGHES & TALBOT 75-26 2H,42-301-33868-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,6/1/2018,4/12/2018,118696,140323,677181,31.88111877,-103.4178925,31.88111877,-103.4178925,6015.165527,Thu Jun 21 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50505 : HUGHES & TALBOT 75-26,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,BLACK STALLION 28-10 1H,42-301-33869-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,8/1/2018,6/7/2018,104225,117950,0,31.83449745,-103.3520126,31.83449745,-103.3520126,5665.162598,Wed Aug 22 2018 00:00:00 GMT-0500 (Central Daylight Time),,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,FOX SWD 1,42-301-33866-0000,"MASON, N. (DELAWARE SAND)",LOVING,Active,INJECTION,,3/21/2018,,,,31.97174454,-103.716774,31.97174454,-103.716774,,Wed Apr 11 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50312 : FOX SWD,MESQUITE SWD INC,"MASON, N. (DELAWARE SAND)",,VERTICAL,MESQUITE SWD INC,VERTICAL
?,N. AERMOTOR C25-8 SWD 4,42-301-33896-0000,PHANTOM (WOLFCAMP),LOVING,Active,INJECTION,,12/2/2018,,,,31.97418022,-103.4340515,31.97418022,-103.4340515,,Tue Feb 12 2019 00:00:00 GMT-0600 (Central Standard Time),,"BOYD, D. K. OIL AND GAS CO.,INC.",PHANTOM (WOLFCAMP),,VERTICAL,"RADIUS WATER RESOURCES, LLC",VERTICAL
?,RUSTLER C UNIT 2H,42-301-33884-0000,PHANTOM (WOLFCAMP),LOVING,Active,,8/1/2018,5/13/2018,92072,112759,227767,31.93995667,-103.5089417,31.93995667,-103.5089417,10115.43555,Tue Nov 20 2018 00:00:00 GMT-0600 (Central Standard Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,REVOLVER 7507 E,42-301-33855-0000,PHANTOM (WOLFCAMP),LOVING,Active,,7/1/2018,2/25/2018,179887,314596,0,31.90045357,-103.3935242,31.90045357,-103.3935242,4931.241699,Sat Jun 30 2018 00:00:00 GMT-0500 (Central Daylight Time),,COG OPERATING LLC,PHANTOM (WOLFCAMP),,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,CBR 9-4F 6H,42-301-33844-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,9/1/2018,2/14/2018,152356,1021045,0,31.96999168,-103.8610992,31.96999168,-103.8610992,10865.45117,Sat Jan 12 2019 00:00:00 GMT-0600 (Central Standard Time),08-285371 : CBR 9-4F,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,CBR 41-44E 5H,42-301-33943-0000,HALEY (LWR. WOLFCAMP-PENN CONS.),LOVING,Active,OIL,1/1/2019,4/11/2018,93328,328090,0,31.91345406,-103.8845062,31.91345406,-103.8845062,10825.53223,Sat Mar 23 2019 00:00:00 GMT-0500 (Central Daylight Time),,"WPX ENERGY PERMIAN, LLC",HALEY,OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,STATE ATLAS E 7H,42-301-33899-0000,SANDBAR (BONE SPRING),LOVING,OPEN SHUT IN,PERMIT,,6/2/2018,,,,31.9425106,-103.6265488,31.9425106,-103.6265488,10243.07227,Sat Jun 02 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50639 : STATE ATLAS E,"EOG RESOURCES, INC.",SANDBAR (BONE SPRING),,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,CLARE GLASSELL 71-TTT-B01 WF 204H,42-301-33909-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,7/1/2018,6/11/2018,163665,516380,0,31.68838501,-103.5616684,31.68838501,-103.5616684,4408.422852,Thu Aug 02 2018 00:00:00 GMT-0500 (Central Daylight Time),,MATADOR PRODUCTION COMPANY,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,MATADOR PRODUCTION COMPANY,HORIZONTAL
?,WEBER 26 SWD 2,42-301-33936-0000,DIMMITT (CHERRY CANYON),LOVING,Active,OIL,9/1/2018,5/29/2018,20640,28152,0,31.84223366,-103.4792099,31.84223366,-103.4792099,7116,Thu Sep 06 2018 00:00:00 GMT-0500 (Central Daylight Time),08-49238 : WEBER 26 SWD,"ROSEHILL OPERATING COMPANY, LLC",DIMMITT (DELAWARE CONS),,VERTICAL,"ROSEHILL OPERATING COMPANY, LLC",VERTICAL
?,ORION B 5 3H,42-301-33929-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,8/1/2018,3/30/2018,63992,467107,258304,31.95583916,-103.6096344,31.95583916,-103.6096344,5053.641602,Sun Aug 05 2018 00:00:00 GMT-0500 (Central Daylight Time),08-51219 : ORION B 5,"EOG RESOURCES, INC.",SANDBAR (BONE SPRING),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,CBR 41-44B 2H,42-301-33940-0000,HALEY (LWR. WOLFCAMP-PENN CONS.),LOVING,Active,OIL,1/1/2019,3/30/2018,103083,361410,0,31.91345406,-103.8855057,31.91345406,-103.8855057,10813.84668,Sun Mar 31 2019 00:00:00 GMT-0500 (Central Daylight Time),,"WPX ENERGY PERMIAN, LLC",HALEY,OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,STATE ATLAS F 8H,42-301-33900-0000,SANDBAR (BONE SPRING),LOVING,OPEN SHUT IN,PERMIT,,6/3/2018,,,,31.94251251,-103.6266556,31.94251251,-103.6266556,10238.20898,Mon Jun 04 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50827 : STATE ATLAS F,"EOG RESOURCES, INC.",SANDBAR (BONE SPRING),,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,CBR 41-44A 1H,42-301-33939-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,1/1/2019,3/30/2018,77180,379568,0,31.91352272,-103.8855057,31.91352272,-103.8855057,10849.91992,Mon Mar 25 2019 00:00:00 GMT-0500 (Central Daylight Time),,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,ROCAZOLLER STATE 54-1-12 LOV 7H,42-301-33915-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,6/27/2018,,,,31.97206306,-103.6029282,31.97206306,-103.6029282,4705.344238,Mon Dec 24 2018 00:00:00 GMT-0600 (Central Standard Time),08-47561 : ROCAZOLLER STATE 54-1-12 LOV,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,BULLHEAD STATE 55-1-45 UNIT B 5H,42-301-33925-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,6/5/2018,,,,31.89188576,-103.7687073,31.89188576,-103.7687073,8345.430664,Mon Nov 12 2018 00:00:00 GMT-0600 (Central Standard Time),,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,UNIVERSITY 19 PW UNIT 2204H,42-301-33937-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,9/1/2018,5/29/2018,61209,69510,295539,31.65756416,-103.375145,31.65756416,-103.375145,6693.178223,Tue Sep 11 2018 00:00:00 GMT-0500 (Central Daylight Time),08-42401 : UNIVERSITY 19 PW UNIT,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,NORTH RUDD DRAW 22 1H,42-301-33933-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,8/1/2018,5/7/2018,150116,298393,587688,31.86196899,-103.4834213,31.86196899,-103.4834213,4895.611328,Fri Aug 31 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50750 : NORTH RUDD DRAW 22,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,JACKSON TRUST C 12-TTT-C24 NL 226H,42-301-33948-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,7/1/2018,5/3/2018,74982,129243,579798,31.95610046,-103.3584061,31.95610046,-103.3584061,5422.695801,Sat Jul 14 2018 00:00:00 GMT-0500 (Central Daylight Time),08-47144 : JACKSON TRUST C 12-TTT-C24 NL,MATADOR PRODUCTION COMPANY,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,MATADOR PRODUCTION COMPANY,HORIZONTAL
?,UNIVERSITY 19 TG UNIT 2203H,42-301-33923-0000,TWO GEORGES (BONE SPRING),LOVING,Active,OIL,9/1/2018,5/26/2018,64834,133724,346762,31.65761757,-103.3751602,31.65761757,-103.3751602,6644.182617,Tue Sep 11 2018 00:00:00 GMT-0500 (Central Daylight Time),08-38570 : UNIVERSITY 19 TG UNIT,SHELL WESTERN E&P,TWO GEORGES (BONE SPRING),OIL,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,ROCAZOLLER STATE 54-1-12 LOV 5H,42-301-33910-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,8/13/2018,,,,31.97171974,-103.607605,31.97171974,-103.607605,4828.897461,Fri Oct 05 2018 00:00:00 GMT-0500 (Central Daylight Time),08-47561 : ROCAZOLLER STATE 54-1-12 LOV,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,CBR 41-44C 3H,42-301-33941-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,1/1/2019,4/3/2018,71956,251869,0,31.91338348,-103.8855057,31.91338348,-103.8855057,10793.25488,Tue Mar 26 2019 00:00:00 GMT-0500 (Central Daylight Time),,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,HERON 54-2-4 UNIT 2H,42-301-33947-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,10/1/2018,8/13/2018,102482,235377,544280,31.88445282,-103.6528549,31.88445282,-103.6528549,10998.44141,Tue Oct 30 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50254 : HERON 54-2-4 UNIT,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,GOODNIGHT UNIT 8H,42-301-33924-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,9/1/2018,5/26/2018,9129,18181,33989,31.91117668,-103.5162354,31.91117668,-103.5162354,9952.882813,Mon Nov 12 2018 00:00:00 GMT-0600 (Central Standard Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,ROCAZOLLER STATE 54-1-12 LOV 6H,42-301-33914-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,6/24/2018,,,,31.97212029,-103.6029282,31.97212029,-103.6029282,4744.029297,Wed Apr 03 2019 00:00:00 GMT-0500 (Central Daylight Time),08-47561 : ROCAZOLLER STATE 54-1-12 LOV,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,ROCAZOLLER STATE 54-1-12 LOV 4H,42-301-33908-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,8/16/2018,,,,31.97171593,-103.6076736,31.97171593,-103.6076736,4860.129883,Fri Oct 05 2018 00:00:00 GMT-0500 (Central Daylight Time),08-47561 : ROCAZOLLER STATE 54-1-12 LOV,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,ROCAZOLLER STATE 54-1-12 LOV 3H,42-301-33907-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,8/19/2018,,,,31.97171593,-103.6077423,31.97171593,-103.6077423,4962.040527,Fri Oct 05 2018 00:00:00 GMT-0500 (Central Daylight Time),08-47561 : ROCAZOLLER STATE 54-1-12 LOV,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
