,Name,Api,Field - Aliased,County,Status - Aliased,Well Type - Aliased,First Production Date,Spud Date,CUM Oil,CUM Gas,CUM Water,Latitude,Longitude,Latitude,Longitude,Lateral Length,Completion Date,Lease,Current Operator - Reported,field reported,well type-reported,wellbore profile reported,Original Operator - Aliased,Wellbore Profile - Aliased
?,RUDD DRAW 26-21 3H,42-301-33614-0000,TWO GEORGES (BONE SPRING),LOVING,Approved Permit,PERMIT,1/1/2019,4/15/2018,60993,122829,0,31.85009003,-103.465477,31.85009003,-103.465477,8341.298828,Sat Dec 01 2018 00:00:00 GMT-0600 (Central Standard Time),,COG OPERATING LLC,TWO GEORGES (BONE SPRING),PERMIT,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,MURUS 55-2-30 LOV UNIT NW 2H,42-301-33532-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,6/1/2018,2/20/2018,124400,433880,515577,31.81779671,-103.8015137,31.81779671,-103.8015137,5209.728516,Mon Jun 11 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50621 : MURUS 55-2-30 LOV UNIT NW,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,PRICELESS C26-1 UNIT C 3H,42-301-33657-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,PERMIT,,4/26/2019,,,,31.83058739,-103.4309235,31.83058739,-103.4309235,10226.47656,,,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,LINK VJ RANCH 23-11 D,42-301-33631-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,9/1/2018,3/2/2018,165527,558135,0,31.83196259,-103.7302704,31.83196259,-103.7302704,10691.05469,Sun Sep 02 2018 00:00:00 GMT-0500 (Central Daylight Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,CHALLENGER FORTRESS SWD 7-4 4,42-301-33666-0000,DONNA,LOVING,Active,PERMIT,,3/1/2018,,,,31.98051453,-103.5830078,31.98051453,-103.5830078,,Mon Aug 13 2018 00:00:00 GMT-0500 (Central Daylight Time),,"HILLSTONE DACO PERMIAN, LLC",DONNA (M),,VERTICAL,"HILLSTONE DACO PERMIAN, LLC",VERTICAL
?,UNIVERSITY NECHES 19-23 1D,42-301-33673-0000,"QUITO, WEST (DELAWARE)",LOVING,Active,INJECTION,,4/24/2018,,,,31.66919136,-103.3984528,31.66919136,-103.3984528,326,Tue May 15 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50362 : UNIVERSITY NECHES 19-23,SHELL WESTERN E&P,"QUITO, WEST (DELAWARE)",,DIRECTIONAL,SHELL OIL COMPANY,DIRECTIONAL
?,LINK VJ RANCH 14-23 H 8H,42-301-33635-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,6/1/2018,3/14/2018,144937,659212,952750,31.85521317,-103.7207031,31.85521317,-103.7207031,8536.035156,Fri Jun 22 2018 00:00:00 GMT-0500 (Central Daylight Time),08-285470 : LINK VJ RANCH 14-23 H,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,PRICELESS C26-1 UNIT C 4H,42-301-33658-0000,SANDBAR (BONE SPRING),LOVING,Approved Permit,PERMIT,,5/17/2019,,,,31.83056259,-103.431015,31.83056259,-103.431015,10236.36133,,,ANADARKO E&P ONSHORE LLC,SANDBAR (BONE SPRING),,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,STATE 48 10,42-301-33652-0000,WHEAT,LOVING,Active,OIL,11/1/2018,2/3/2018,42037,80146,0,31.77096748,-103.5010452,31.77096748,-103.5010452,1419,Mon Feb 19 2018 00:00:00 GMT-0600 (Central Standard Time),08-50263 : STATE 48,"HEADINGTON ENERGY PARTNERS, LLC",WHEAT,OIL,VERTICAL,"HEADINGTON ENERGY PARTNERS, LLC",VERTICAL
?,PRICELESS C26-1 UNIT C 2H,42-301-33655-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,PERMIT,,4/19/2019,,,,31.83061218,-103.4308319,31.83061218,-103.4308319,10227.16309,,,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,LINK VJ RANCH 14-23 E 5H,42-301-33632-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,9/1/2018,3/2/2018,146129,501891,0,31.85494995,-103.7257843,31.85494995,-103.7257843,8446.125,Tue Sep 04 2018 00:00:00 GMT-0500 (Central Daylight Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,CHALLENGER FORTRESS SWD 7-5 5,42-301-33667-0000,DONNA,LOVING,Active,PERMIT,,3/18/2018,,,,31.97324371,-103.5824814,31.97324371,-103.5824814,,Tue Aug 14 2018 00:00:00 GMT-0500 (Central Daylight Time),,"HILLSTONE DACO PERMIAN, LLC",DONNA (M),,VERTICAL,"HILLSTONE DACO PERMIAN, LLC",VERTICAL
?,LINK VJ RANCH 14-23 G 7H,42-301-33634-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,9/1/2018,3/11/2018,153517,514316,0,31.85521317,-103.7208176,31.85521317,-103.7208176,8556.186523,Mon Sep 03 2018 00:00:00 GMT-0500 (Central Daylight Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,LINK VJ RANCH 23-11 C,42-301-33630-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,8/1/2018,2/28/2018,131732,440752,0,31.83196259,-103.7303848,31.83196259,-103.7303848,10684.19141,Thu Aug 30 2018 00:00:00 GMT-0500 (Central Daylight Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,LINK VJ RANCH 14-23 F 6H,42-301-33633-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,9/1/2018,3/9/2018,148407,484021,0,31.85494995,-103.7256699,31.85494995,-103.7256699,8440.376953,Tue Sep 04 2018 00:00:00 GMT-0500 (Central Daylight Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,SILVERTIP 76-7 UNIT A 5H,42-301-33699-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,10/1/2018,2/4/2018,291553.031,656834,0,31.9685173,-103.5953674,31.9685173,-103.5953674,11467.52246,Thu Oct 11 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50304 : SILVERTIP 76-7 UNIT A,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,RUDD DRAW 26-3 3H,42-301-33710-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,10/1/2018,2/27/2018,128635,225084,2022675,31.87004471,-103.4491119,31.87004471,-103.4491119,5480.19043,Tue Oct 09 2018 00:00:00 GMT-0500 (Central Daylight Time),08-46389 : RUDD DRAW 26-3,COG OPERATING LLC,PHANTOM (WOLFCAMP),,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,SASSAFRAS 55-1-24 UNIT 2H,42-301-33708-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,8/1/2018,5/1/2018,117014,490992,714621,31.95744896,-103.7165909,31.95744896,-103.7165909,10985.30664,Tue Aug 21 2018 00:00:00 GMT-0500 (Central Daylight Time),08-285557 : SASSAFRAS 55-1-24 UNIT,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,RIPPIN WRANGLER C26-19 5H,42-301-33711-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,3/1/2018,12/22/2017,53115,77587,227113,31.83898354,-103.4484253,31.83898354,-103.4484253,5670.389648,Fri Mar 23 2018 00:00:00 GMT-0500 (Central Daylight Time),08-47908 : RIPPIN WRANGLER C26-19,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,UNIVERSITY NOLAN 19-23 1D,42-301-33697-0000,"QUITO, WEST (DELAWARE)",LOVING,Active,DISPOSAL,,5/18/2018,,,,31.66059685,-103.382637,31.66059685,-103.382637,,Sat Jun 02 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50381 : UNIVERSITY NOLAN 19-23,SHELL WESTERN E&P,"QUITO, WEST (DELAWARE)",,VERTICAL,SHELL OIL COMPANY,VERTICAL
?,SILVERTIP 76-7 UNIT B 2H,42-301-33703-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,12/1/2018,1/15/2018,192061,397193,412207,31.9680233,-103.5908203,31.9680233,-103.5908203,11651.25586,Thu Dec 13 2018 00:00:00 GMT-0600 (Central Standard Time),08-48784 : SILVERTIP 76-7 UNIT B,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,RUDD DRAW 26-3 4H,42-301-33712-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,PERMIT,,7/27/2018,,,,31.87007904,-103.4489899,31.87007904,-103.4489899,5477.11377,Sat Aug 04 2018 00:00:00 GMT-0500 (Central Daylight Time),,"RSP PERMIAN, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,SILVERTIP 76-7 UNIT A 10H,42-301-33701-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,11/1/2018,1/28/2018,215128,455038,529423,31.9680233,-103.5909195,31.9680233,-103.5909195,11640.1416,Fri Nov 30 2018 00:00:00 GMT-0600 (Central Standard Time),08-50304 : SILVERTIP 76-7 UNIT A,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,UNIVERSITY RED 20-8 1D,42-301-33706-0000,"QUITO, WEST (DELAWARE)",LOVING,Active,INJECTION,,8/30/2018,,,,31.71784592,-103.3438416,31.71784592,-103.3438416,500,Mon Sep 10 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50793 : UNIVERSITY RED 20-8,SHELL WESTERN E&P,"QUITO, WEST (DELAWARE)",,DIRECTIONAL,SHELL OIL COMPANY,DIRECTIONAL
?,SILVERTIP 76-7 UNIT A 6H,42-301-33700-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,12/1/2018,1/28/2018,56819,177269,139829,31.9685173,-103.5952682,31.9685173,-103.5952682,11466.73438,Sat Dec 15 2018 00:00:00 GMT-0600 (Central Standard Time),08-50304 : SILVERTIP 76-7 UNIT A,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,SILVERTIP 76-7 UNIT A 4H,42-301-33698-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,12/1/2018,1/1/2018,70035,148111,274867,31.9685173,-103.595459,31.9685173,-103.595459,11459.25586,Thu Dec 06 2018 00:00:00 GMT-0600 (Central Standard Time),08-50304 : SILVERTIP 76-7 UNIT A,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,SILVERTIP 76-7 UNIT B 3H,42-301-33704-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,12/1/2018,12/31/2017,129449,242796,277827,31.9680233,-103.5907211,31.9680233,-103.5907211,11657.80762,Wed Dec 19 2018 00:00:00 GMT-0600 (Central Standard Time),08-48784 : SILVERTIP 76-7 UNIT B,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,UNIVERSITY TRINITY 20-17 1D,42-301-33705-0000,"QUITO, WEST (DELAWARE)",LOVING,Active,INJECTION,,8/14/2018,,,,31.70824623,-103.3433228,31.70824623,-103.3433228,1394,Sun Aug 26 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50790 : UNIVERSITY TRINITY 20-17,SHELL WESTERN E&P,"QUITO, WEST (DELAWARE)",,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,MESQUITE HEAT 28-41 UNIT 4H,42-301-33734-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,1/4/2018,,,,31.76191139,-103.3721619,31.76191139,-103.3721619,7744.701172,Tue Jan 23 2018 00:00:00 GMT-0600 (Central Standard Time),,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,ZUMA 3 B203CN,42-301-33730-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,5/1/2018,2/2/2018,98209,491768,335655,31.99947357,-103.9500198,31.99947357,-103.9500198,4929.478027,Thu May 17 2018 00:00:00 GMT-0500 (Central Daylight Time),08-284813 : ZUMA 3,MEWBOURNE OIL COMPANY,SANDBAR (BONE SPRING),OIL,HORIZONTAL,MEWBOURNE OIL COMPANY,HORIZONTAL
?,SWEET MARILYN 57-T1-12 W108H,42-301-33740-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,5/1/2018,12/31/2017,129374,622407,926779,31.97282982,-103.9111633,31.97282982,-103.9111633,4679.161621,Wed Apr 11 2018 00:00:00 GMT-0500 (Central Daylight Time),08-285399 : SWEET MARILYN 57-T1-12,BHP BILLITON PET(TXLA OP) CO,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,BHP BILLITON PET,HORIZONTAL
?,RUDD DRAW 26-2 8H,42-301-33735-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,8/1/2018,3/12/2018,82568,181296.438,218284,31.87231636,-103.4489441,31.87231636,-103.4489441,5716.52832,Tue Aug 14 2018 00:00:00 GMT-0500 (Central Daylight Time),08-47574 : RUDD DRAW 26-2,COG OPERATING LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,MESQUITE HEAT 28-41 UNIT 3H,42-301-33732-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,12/24/2017,,,,31.76198959,-103.3721924,31.76198959,-103.3721924,7690.536133,Sun Feb 04 2018 00:00:00 GMT-0600 (Central Standard Time),,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,RUDD DRAW 26-2 7H,42-301-33733-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,8/1/2018,3/14/2018,82475,181247,1205465,31.87228394,-103.4490662,31.87228394,-103.4490662,5709.908203,Tue Aug 14 2018 00:00:00 GMT-0500 (Central Daylight Time),08-47574 : RUDD DRAW 26-2,COG OPERATING LLC,PHANTOM (WOLFCAMP),,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,STATE-JUDGE 48-3 WS 1H,42-301-33739-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,1/1/2019,5/17/2018,27808,51903,0,31.77993011,-103.5119095,31.77993011,-103.5119095,10273.74023,Tue Jun 19 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50255 : STATE-JUDGE 48-3 WS,"HEADINGTON ENERGY PARTNERS, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"HEADINGTON ENERGY PARTNERS, LLC",HORIZONTAL
?,ZUMA 3 W202CN,42-301-33746-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,12/30/2017,,,,31.99947357,-103.949852,31.99947357,-103.949852,4923.080566,Thu May 17 2018 00:00:00 GMT-0500 (Central Daylight Time),08-285264 : ZUMA 3,MEWBOURNE OIL COMPANY,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,MEWBOURNE OIL COMPANY,HORIZONTAL
?,TAYLOR DC26-17 4H,42-301-33737-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,PERMIT,,8/17/2018,,,,31.89635849,-103.4688034,31.89635849,-103.4688034,7772.035156,,,"RSP PERMIAN, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,ZUMA 3 W101CN,42-301-33731-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,5/1/2018,12/7/2017,194158,1677756,939255,31.99947357,-103.9496918,31.99947357,-103.9496918,4923.068848,Thu May 17 2018 00:00:00 GMT-0500 (Central Daylight Time),08-284867 : ZUMA 3,MEWBOURNE OIL COMPANY,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,MEWBOURNE OIL COMPANY,HORIZONTAL
?,WOLF 80-TTT-B33-WF SA 207H,42-301-33677-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,4/1/2018,2/5/2018,209435,872453,0,31.68538094,-103.6115952,31.68538094,-103.6115952,6483.11084,Mon Apr 30 2018 00:00:00 GMT-0500 (Central Daylight Time),,MATADOR PRODUCTION COMPANY,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,MATADOR PRODUCTION COMPANY,HORIZONTAL
?,TAYLOR EC26-17 5H,42-301-33743-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,PERMIT,,9/14/2018,,,,31.89632416,-103.4689255,31.89632416,-103.4689255,7762.665527,,,"RSP PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,WIGGINS 1-48 UNIT 1H 1H,42-301-33678-0000,PHANTOM (WOLFCAMP),LOVING,Approved Permit,PERMIT,11/1/2018,8/17/2018,44312,85361,0,31.68211365,-103.4753876,31.68211365,-103.4753876,7099.833496,,,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,BLACKTIP 1-42 UNIT 10H,42-301-33725-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,1/11/2018,,,,31.67875671,-103.4648361,31.67875671,-103.4648361,5000.924316,Sat Jan 27 2018 00:00:00 GMT-0600 (Central Standard Time),,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,BING 54-2-36 LOV W UNIT 1H,42-301-33750-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,4/11/2018,,,,31.79773521,-103.614769,31.79773521,-103.614769,9707.271484,Thu Aug 02 2018 00:00:00 GMT-0500 (Central Daylight Time),08-51103 : BING 54-2-36 LOV W UNIT,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,BRUNSON F 1323H,42-301-33724-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,6/1/2018,1/11/2018,114365,175473,627741,31.93709755,-103.4898834,31.93709755,-103.4898834,5794.286133,Wed May 30 2018 00:00:00 GMT-0500 (Central Daylight Time),08-51087 : BRUNSON F,COG OPERATING LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,STATE-JUDGE 48-3 WS III 3H,42-301-33742-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,1/1/2019,2/25/2018,1338,3725,0,31.78000259,-103.5055161,31.78000259,-103.5055161,10348.11328,Sun May 13 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50256 : STATE-JUDGE 48-3 WS III,"HEADINGTON ENERGY PARTNERS, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,"HEADINGTON ENERGY PARTNERS, LLC",HORIZONTAL
?,STATE-JUDGE 48-3 WS IV 4H,42-301-33747-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,1/1/2019,2/24/2018,114,214,0,31.78000069,-103.5044479,31.78000069,-103.5044479,10273.53906,Sat Apr 28 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50237 : STATE-JUDGE 48-3 WS IV,"HEADINGTON ENERGY PARTNERS, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,"HEADINGTON ENERGY PARTNERS, LLC",HORIZONTAL
?,POPLAR 55-1-24 UNIT 1H,42-301-33753-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,4/1/2018,12/21/2017,16138,438036,97730,31.95739555,-103.7023926,31.95739555,-103.7023926,10964.1748,Wed Apr 11 2018 00:00:00 GMT-0500 (Central Daylight Time),,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,STATE-JUDGE 48-3 WS V 5H,42-301-33748-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,2/1/2019,2/22/2018,2092,2432,0,31.78001022,-103.5053558,31.78001022,-103.5053558,10292.33984,Wed Apr 18 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50236 : STATE-JUDGE 48-3 WS V,"HEADINGTON ENERGY PARTNERS, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"HEADINGTON ENERGY PARTNERS, LLC",HORIZONTAL
,STATE-JUDGE 48-3 WS II 2H,42-301-33741-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,2/1/2019,5/18/2018,10916,18369,0,31.77993393,-103.5118332,31.77993393,-103.5118332,10275.26758,Mon Jul 02 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50408 : STATE-JUDGE 48-3 WS II,"HEADINGTON ENERGY PARTNERS, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"HEADINGTON ENERGY PARTNERS, LLC",HORIZONTAL
?,ST JOHN 76 2734 33H,42-301-33779-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,9/11/2018,,,,31.9401722,-103.5356979,31.9401722,-103.5356979,10074.49902,Sat Dec 08 2018 00:00:00 GMT-0600 (Central Standard Time),08-50068 : ST JOHN 76 2734,XTO ENERGY INC.,PHANTOM (WOLFCAMP),,HORIZONTAL,XTO ENERGY INC.,HORIZONTAL
?,MUSTANG 28-21 UNIT 2H,42-301-33790-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,6/1/2018,2/18/2018,85596,109979,538079,31.81805801,-103.3645782,31.81805801,-103.3645782,10924.38281,Wed Jun 13 2018 00:00:00 GMT-0500 (Central Daylight Time),08-49267 : MUSTANG 28-21 UNIT,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,Z&T 42 E006,42-301-33756-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,4/1/2018,12/19/2017,156631,436462,531806,31.91200066,-103.6909866,31.91200066,-103.6909866,5076.924805,Thu Apr 05 2018 00:00:00 GMT-0500 (Central Daylight Time),08-49662 : Z&T 42,"ROSEHILL OPERATING COMPANY, LLC",SANDBAR (BONE SPRING),OIL,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,TIGER 55-2-12 LOV 3H,42-301-33801-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,6/19/2018,,,,31.85271645,-103.7056122,31.85271645,-103.7056122,5689.572754,Thu Nov 22 2018 00:00:00 GMT-0600 (Central Standard Time),,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,LINK-VJ RANCH 55-2-16 LOV W 2H,42-301-33796-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,3/10/2018,,,,31.84113312,-103.765831,31.84113312,-103.765831,9915.575195,Tue Aug 21 2018 00:00:00 GMT-0500 (Central Daylight Time),08-285329 : LINK-VJ RANCH 55-2-16 LOV W,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,BOYD 2604 SWD 1,42-301-33785-0000,DIMMITT (CHERRY CANYON),LOVING,Active,PERMIT,,3/18/2018,,,,31.89034653,-103.4528885,31.89034653,-103.4528885,,Thu Jun 07 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50976 : BOYD 2604 SWD,COG OPERATING LLC,DIMMITT (DELAWARE),,VERTICAL,"RSP PERMIAN, LLC",VERTICAL
?,MINOT 75-8 LOV 1H,42-301-33807-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,9/1/2018,4/23/2018,41582,67203,192996,31.89453506,-103.4100266,31.89453506,-103.4100266,5402.114258,Sat Aug 18 2018 00:00:00 GMT-0500 (Central Daylight Time),08-51097 : MINOT 75-8 LOV,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,HAMMERHEAD 54-1-48 1H,42-301-33816-0000,SANDBAR (BONE SPRING),LOVING,Active,PERMIT,10/1/2018,1/12/2018,98326,195632,334126,31.8990345,-103.6147537,31.8990345,-103.6147537,5657.351563,Fri Oct 26 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50636 : HAMMERHEAD 54-1-48,ANADARKO E&P ONSHORE LLC,SANDBAR (BONE SPRING),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,APC 54-1-18 1D,42-301-33818-0000,EL MAR (DELAWARE),LOVING,Shut-In UIC,INJECTION,,5/17/2018,,,,31.96634293,-103.6982651,31.96634293,-103.6982651,234,Sat Aug 11 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50414 : APC 54-1-18,"APC WATER HOLDINGS 1, LLC",EL MAR (DELAWARE),,VERTICAL,"APC WATER HOLDINGS 1, LLC",VERTICAL
?,STATE PATHFINDER 7 38H,42-301-33755-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,2/1/2018,12/27/2017,58924,207555,508617,31.99954414,-103.6289902,31.99954414,-103.6289902,5162.598145,Wed Feb 14 2018 00:00:00 GMT-0600 (Central Standard Time),08-47249 : STATE PATHFINDER 7,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,Z&T 20 D001,42-301-33792-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,5/1/2018,1/8/2018,118071.031,289098.9,817637,31.95575333,-103.6771393,31.95575333,-103.6771393,5075.600098,Thu Dec 06 2018 00:00:00 GMT-0600 (Central Standard Time),08-50010 : Z&T 20,"ROSEHILL OPERATING COMPANY, LLC",SANDBAR (BONE SPRING),OIL,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,ST JOHN 76 2734 23H,42-301-33776-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,11/1/2018,9/29/2018,2052,1814,0,31.9401722,-103.5358887,31.9401722,-103.5358887,10073.54688,Sun Nov 11 2018 00:00:00 GMT-0600 (Central Standard Time),08-50068 : ST JOHN 76 2734,XTO ENERGY INC.,PHANTOM (WOLFCAMP),,HORIZONTAL,XTO ENERGY INC.,HORIZONTAL
